CITY NAME>>,<<CITY GMI>>,<<PROVINCE NAME>>,<<PROVINCE GMI>>,<<COUNTRY NAME>>,<<COUNTRY GMI
Oktibbeha>>,<<USA-MSP105>>,<<Mississippi>>,<<USA-MSP>>,<<United States>>,<<USA>>,<<USA-MSP105
Noxubee>>,<<USA-MSP103>>,<<Mississippi>>,<<USA-MSP>>,<<United States>>,<<USA>>,<<USA-MSP103
DuPage>>,<<USA-ILL043>>,<<Illinois>>,<<USA-ILL>>,<<United States>>,<<USA>>,<<USA-ILL043
Greene>>,<<USA-ILL061>>,<<Illinois>>,<<USA-ILL>>,<<United States>>,<<USA>>,<<USA-ILL061
Grundy>>,<<USA-ILL063>>,<<Illinois>>,<<USA-ILL>>,<<United States>>,<<USA>>,<<USA-ILL063
Delaware>>,<<USA-IOW055>>,<<Iowa>>,<<USA-IOW>>,<<United States>>,<<USA>>,<<USA-IOW055
Decatur>>,<<USA-IOW053>>,<<Iowa>>,<<USA-IOW>>,<<United States>>,<<USA>>,<<USA-IOW053
Rensselaer>>,<<USA-NYO083>>,<<New York>>,<<USA-NYO>>,<<United States>>,<<USA>>,<<USA-NYO083
Davis>>,<<USA-IOW051>>,<<Iowa>>,<<USA-IOW>>,<<United States>>,<<USA>>,<<USA-IOW051
Queens>>,<<USA-NYO081>>,<<New York>>,<<USA-NYO>>,<<United States>>,<<USA>>,<<USA-NYO081
Oswego>>,<<USA-NYO075>>,<<New York>>,<<USA-NYO>>,<<United States>>,<<USA>>,<<USA-NYO075
Dallas>>,<<USA-IOW049>>,<<Iowa>>,<<USA-IOW>>,<<United States>>,<<USA>>,<<USA-IOW049
Orleans>>,<<USA-NYO073>>,<<New York>>,<<USA-NYO>>,<<United States>>,<<USA>>,<<USA-NYO073
Morgan>>,<<USA-IND109>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND109
Crawford>>,<<USA-IOW047>>,<<Iowa>>,<<USA-IOW>>,<<United States>>,<<USA>>,<<USA-IOW047
Putnam>>,<<USA-NYO079>>,<<New York>>,<<USA-NYO>>,<<United States>>,<<USA>>,<<USA-NYO079
Montgomery>>,<<USA-IND107>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND107
Otsego>>,<<USA-NYO077>>,<<New York>>,<<USA-NYO>>,<<United States>>,<<USA>>,<<USA-NYO077
Clinton>>,<<USA-IOW045>>,<<Iowa>>,<<USA-IOW>>,<<United States>>,<<USA>>,<<USA-IOW045
Gallatin>>,<<USA-ILL059>>,<<Illinois>>,<<USA-ILL>>,<<United States>>,<<USA>>,<<USA-ILL059
Monroe>>,<<USA-IND105>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND105
Miami>>,<<USA-IND103>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND103
Martin>>,<<USA-IND101>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND101
Franklin>>,<<USA-ILL055>>,<<Illinois>>,<<USA-ILL>>,<<United States>>,<<USA>>,<<USA-ILL055
Fulton>>,<<USA-ILL057>>,<<Illinois>>,<<USA-ILL>>,<<United States>>,<<USA>>,<<USA-ILL057
Noble>>,<<USA-IND113>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND113
Ballard>>,<<USA-KEN007>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN007
Newton>>,<<USA-IND111>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND111
Anderson>>,<<USA-KEN005>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN005
Orange>>,<<USA-IND117>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND117
Allen>>,<<USA-KEN003>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN003
Ohio>>,<<USA-IND115>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND115
Adair>>,<<USA-KEN001>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN001
Owen>>,<<USA-IND119>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND119
Chase>>,<<USA-NEB029>>,<<Nebraska>>,<<USA-NEB>>,<<United States>>,<<USA>>,<<USA-NEB029
Butler>>,<<USA-NEB023>>,<<Nebraska>>,<<USA-NEB>>,<<United States>>,<<USA>>,<<USA-NEB023
Decatur>>,<<USA-TNN039>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN039
Burt>>,<<USA-NEB021>>,<<Nebraska>>,<<USA-NEB>>,<<United States>>,<<USA>>,<<USA-NEB021
Davidson>>,<<USA-TNN037>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN037
Cedar>>,<<USA-NEB027>>,<<Nebraska>>,<<USA-NEB>>,<<United States>>,<<USA>>,<<USA-NEB027
Cass>>,<<USA-NEB025>>,<<Nebraska>>,<<USA-NEB>>,<<United States>>,<<USA>>,<<USA-NEB025
Coffee>>,<<USA-TNN031>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN031
Cumberland>>,<<USA-TNN035>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN035
Barren>>,<<USA-KEN009>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN009
Crockett>>,<<USA-TNN033>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN033
Boone>>,<<USA-KEN015>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN015
Parke>>,<<USA-IND121>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND121
Bourbon>>,<<USA-KEN017>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN017
Perry>>,<<USA-IND123>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND123
Bath>>,<<USA-KEN011>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN011
Pike>>,<<USA-IND125>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND125
Bell>>,<<USA-KEN013>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN013
Porter>>,<<USA-IND127>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND127
Posey>>,<<USA-IND129>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND129
Clay>>,<<USA-TNN027>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN027
Cheyenne>>,<<USA-NEB033>>,<<Nebraska>>,<<USA-NEB>>,<<United States>>,<<USA>>,<<USA-NEB033
Cocke>>,<<USA-TNN029>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN029
Clay>>,<<USA-NEB035>>,<<Nebraska>>,<<USA-NEB>>,<<United States>>,<<USA>>,<<USA-NEB035
Colfax>>,<<USA-NEB037>>,<<Nebraska>>,<<USA-NEB>>,<<United States>>,<<USA>>,<<USA-NEB037
Cuming>>,<<USA-NEB039>>,<<Nebraska>>,<<USA-NEB>>,<<United States>>,<<USA>>,<<USA-NEB039
Cheatham>>,<<USA-TNN021>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN021
Chester>>,<<USA-TNN023>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN023
Boyd>>,<<USA-KEN019>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN019
Claiborne>>,<<USA-TNN025>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN025
Pulaski>>,<<USA-IND131>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND131
Cherry>>,<<USA-NEB031>>,<<Nebraska>>,<<USA-NEB>>,<<United States>>,<<USA>>,<<USA-NEB031
Alexander>>,<<USA-ILL003>>,<<Illinois>>,<<USA-ILL>>,<<United States>>,<<USA>>,<<USA-ILL003
Rush>>,<<USA-IND139>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND139
Breathitt>>,<<USA-KEN025>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN025
Grundy>>,<<USA-TNN061>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN061
Ripley>>,<<USA-IND137>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND137
Bond>>,<<USA-ILL005>>,<<Illinois>>,<<USA-ILL>>,<<United States>>,<<USA>>,<<USA-ILL005
Bracken>>,<<USA-KEN023>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN023
Randolph>>,<<USA-IND135>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND135
Bullitt>>,<<USA-KEN029>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN029
Aleutians East>>,<<USA-ALK013>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<USA-ALK013
Putnam>>,<<USA-IND133>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND133
Adams>>,<<USA-ILL001>>,<<Illinois>>,<<USA-ILL>>,<<United States>>,<<USA>>,<<USA-ILL001
Breckinridge>>,<<USA-KEN027>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN027
Aleutians West>>,<<USA-ALK016>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<USA-ALK016
Boone>>,<<USA-ILL007>>,<<Illinois>>,<<USA-ILL>>,<<United States>>,<<USA>>,<<USA-ILL007
Blaine>>,<<USA-NEB009>>,<<Nebraska>>,<<USA-NEB>>,<<United States>>,<<USA>>,<<USA-NEB009
Boyle>>,<<USA-KEN021>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN021
Brown>>,<<USA-ILL009>>,<<Illinois>>,<<USA-ILL>>,<<United States>>,<<USA>>,<<USA-ILL009
Banner>>,<<USA-NEB007>>,<<Nebraska>>,<<USA-NEB>>,<<United States>>,<<USA>>,<<USA-NEB007
Arthur>>,<<USA-NEB005>>,<<Nebraska>>,<<USA-NEB>>,<<United States>>,<<USA>>,<<USA-NEB005
Antelope>>,<<USA-NEB003>>,<<Nebraska>>,<<USA-NEB>>,<<United States>>,<<USA>>,<<USA-NEB003
Adams>>,<<USA-NEB001>>,<<Nebraska>>,<<USA-NEB>>,<<United States>>,<<USA>>,<<USA-NEB001
Greene>>,<<USA-TNN059>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN059
St. Joseph>>,<<USA-IND141>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND141
Grainger>>,<<USA-TNN057>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN057
Giles>>,<<USA-TNN055>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN055
Gibson>>,<<USA-TNN053>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN053
Franklin>>,<<USA-TNN051>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN051
Caldwell>>,<<USA-KEN033>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN033
Anchorage>>,<<USA-ALK020>>,<<Alaska>>,<<USA-ALK>>,<<United States>>,<<USA>>,<<USA-ALK020
Cass>>,<<USA-ILL017>>,<<Illinois>>,<<USA-ILL>>,<<United States>>,<<USA>>,<<USA-ILL017
Spencer>>,<<USA-IND147>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND147
Calloway>>,<<USA-KEN035>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN035
Starke>>,<<USA-IND149>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND149
Carroll>>,<<USA-ILL015>>,<<Illinois>>,<<USA-ILL>>,<<United States>>,<<USA>>,<<USA-ILL015
Campbell>>,<<USA-KEN037>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN037
Scott>>,<<USA-IND143>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND143
Calhoun>>,<<USA-ILL013>>,<<Illinois>>,<<USA-ILL>>,<<United States>>,<<USA>>,<<USA-ILL013
Carlisle>>,<<USA-KEN039>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN039
Shelby>>,<<USA-IND145>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND145
Bureau>>,<<USA-ILL011>>,<<Illinois>>,<<USA-ILL>>,<<United States>>,<<USA>>,<<USA-ILL011
Buffalo>>,<<USA-NEB019>>,<<Nebraska>>,<<USA-NEB>>,<<United States>>,<<USA>>,<<USA-NEB019
Butler>>,<<USA-KEN031>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN031
Champaign>>,<<USA-ILL019>>,<<Illinois>>,<<USA-ILL>>,<<United States>>,<<USA>>,<<USA-ILL019
Boyd>>,<<USA-NEB015>>,<<Nebraska>>,<<USA-NEB>>,<<United States>>,<<USA>>,<<USA-NEB015
Brown>>,<<USA-NEB017>>,<<Nebraska>>,<<USA-NEB>>,<<United States>>,<<USA>>,<<USA-NEB017
Fentress>>,<<USA-TNN049>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN049
Boone>>,<<USA-NEB011>>,<<Nebraska>>,<<USA-NEB>>,<<United States>>,<<USA>>,<<USA-NEB011
Box Butte>>,<<USA-NEB013>>,<<Nebraska>>,<<USA-NEB>>,<<United States>>,<<USA>>,<<USA-NEB013
Dyer>>,<<USA-TNN045>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN045
Steuben>>,<<USA-IND151>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND151
Fayette>>,<<USA-TNN047>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN047
Sullivan>>,<<USA-IND153>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND153
DeKalb>>,<<USA-TNN041>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN041
Dickson>>,<<USA-TNN043>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN043
Carter>>,<<USA-KEN043>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN043
Carroll>>,<<USA-KEN041>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN041
Tippecanoe>>,<<USA-IND157>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND157
Clark>>,<<USA-KEN049>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN049
Switzerland>>,<<USA-IND155>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND155
Christian>>,<<USA-KEN047>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN047
Casey>>,<<USA-KEN045>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN045
Tipton>>,<<USA-IND159>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND159
Vanderburgh>>,<<USA-IND163>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND163
Union>>,<<USA-IND161>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND161
Clay>>,<<USA-KEN051>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN051
Clinton>>,<<USA-KEN053>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN053
Winston>>,<<USA-MSP159>>,<<Mississippi>>,<<USA-MSP>>,<<United States>>,<<USA>>,<<USA-MSP159
Vermillion>>,<<USA-IND165>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND165
Daviess>>,<<USA-KEN059>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN059
Wilkinson>>,<<USA-MSP157>>,<<Mississippi>>,<<USA-MSP>>,<<United States>>,<<USA>>,<<USA-MSP157
Vigo>>,<<USA-IND167>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND167
Wabash>>,<<USA-IND169>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND169
Webster>>,<<USA-MSP155>>,<<Mississippi>>,<<USA-MSP>>,<<United States>>,<<USA>>,<<USA-MSP155
Crittenden>>,<<USA-KEN055>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN055
Wayne>>,<<USA-MSP153>>,<<Mississippi>>,<<USA-MSP>>,<<United States>>,<<USA>>,<<USA-MSP153
Cumberland>>,<<USA-KEN057>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN057
Yazoo>>,<<USA-MSP163>>,<<Mississippi>>,<<USA-MSP>>,<<United States>>,<<USA>>,<<USA-MSP163
Warren>>,<<USA-IND171>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND171
Yalobusha>>,<<USA-MSP161>>,<<Mississippi>>,<<USA-MSP>>,<<United States>>,<<USA>>,<<USA-MSP161
Warrick>>,<<USA-IND173>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND173
Washington>>,<<USA-IND175>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND175
Edmonson>>,<<USA-KEN061>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN061
Estill>>,<<USA-KEN065>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN065
Elliott>>,<<USA-KEN063>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN063
Fleming>>,<<USA-KEN069>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN069
Walton>>,<<USA-FLA131>>,<<Florida>>,<<USA-FLA>>,<<United States>>,<<USA>>,<<USA-FLA131
Washington>>,<<USA-FLA133>>,<<Florida>>,<<USA-FLA>>,<<United States>>,<<USA>>,<<USA-FLA133
Fayette>>,<<USA-KEN067>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN067
Wells>>,<<USA-IND179>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND179
Wayne>>,<<USA-IND177>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND177
Campbell>>,<<USA-TNN013>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN013
Bradley>>,<<USA-TNN011>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN011
Whitley>>,<<USA-IND183>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND183
White>>,<<USA-IND181>>,<<Indiana>>,<<USA-IND>>,<<United States>>,<<USA>>,<<USA-IND181
Carter>>,<<USA-TNN019>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN019
Carroll>>,<<USA-TNN017>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN017
Cannon>>,<<USA-TNN015>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN015
Floyd>>,<<USA-KEN071>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN071
Franklin>>,<<USA-KEN073>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN073
Fulton>>,<<USA-KEN075>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN075
Gallatin>>,<<USA-KEN077>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN077
Garrard>>,<<USA-KEN079>>,<<Kentucky>>,<<USA-KEN>>,<<United States>>,<<USA>>,<<USA-KEN079
Anderson>>,<<USA-TNN001>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN001
Bedford>>,<<USA-TNN003>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN003
Blount>>,<<USA-TNN009>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN009
Benton>>,<<USA-TNN005>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN005
Bledsoe>>,<<USA-TNN007>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN007
Westmoreland>>,<<USA-PEN129>>,<<Pennsylvania>>,<<USA-PEN>>,<<United States>>,<<USA>>,<<USA-PEN129
New Kent>>,<<USA-VRG127>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG127
Haywood>>,<<USA-NCR087>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR087
Harnett>>,<<USA-NCR085>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR085
Henderson>>,<<USA-NCR089>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR089
Hertford>>,<<USA-NCR091>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR091
Hyde>>,<<USA-NCR095>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR095
Hoke>>,<<USA-NCR093>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR093
Washington>>,<<USA-PEN125>>,<<Pennsylvania>>,<<USA-PEN>>,<<United States>>,<<USA>>,<<USA-PEN125
Nelson>>,<<USA-VRG125>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG125
Wayne>>,<<USA-PEN127>>,<<Pennsylvania>>,<<USA-PEN>>,<<United States>>,<<USA>>,<<USA-PEN127
Venango>>,<<USA-PEN121>>,<<Pennsylvania>>,<<USA-PEN>>,<<United States>>,<<USA>>,<<USA-PEN121
Montgomery>>,<<USA-VRG121>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG121
Warren>>,<<USA-PEN123>>,<<Pennsylvania>>,<<USA-PEN>>,<<United States>>,<<USA>>,<<USA-PEN123
Page>>,<<USA-VRG139>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG139
Union>>,<<USA-PEN119>>,<<Pennsylvania>>,<<USA-PEN>>,<<United States>>,<<USA>>,<<USA-PEN119
Orange>>,<<USA-VRG137>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG137
Tioga>>,<<USA-PEN117>>,<<Pennsylvania>>,<<USA-PEN>>,<<United States>>,<<USA>>,<<USA-PEN117
Iredell>>,<<USA-NCR097>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR097
Jackson>>,<<USA-NCR099>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR099
Susquehanna>>,<<USA-PEN115>>,<<Pennsylvania>>,<<USA-PEN>>,<<United States>>,<<USA>>,<<USA-PEN115
Nottoway>>,<<USA-VRG135>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG135
Sullivan>>,<<USA-PEN113>>,<<Pennsylvania>>,<<USA-PEN>>,<<United States>>,<<USA>>,<<USA-PEN113
Northumberland>>,<<USA-VRG133>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG133
Somerset>>,<<USA-PEN111>>,<<Pennsylvania>>,<<USA-PEN>>,<<United States>>,<<USA>>,<<USA-PEN111
Northampton>>,<<USA-VRG131>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG131
Schuylkill>>,<<USA-PEN107>>,<<Pennsylvania>>,<<USA-PEN>>,<<United States>>,<<USA>>,<<USA-PEN107
Prince George>>,<<USA-VRG149>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG149
Snyder>>,<<USA-PEN109>>,<<Pennsylvania>>,<<USA-PEN>>,<<United States>>,<<USA>>,<<USA-PEN109
Franklin>>,<<USA-NCR069>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR069
Yuma>>,<<USA-COL125>>,<<Colorado>>,<<USA-COL>>,<<United States>>,<<USA>>,<<USA-COL125
Weld>>,<<USA-COL123>>,<<Colorado>>,<<USA-COL>>,<<United States>>,<<USA>>,<<USA-COL123
Forsyth>>,<<USA-NCR067>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR067
Edgecombe>>,<<USA-NCR065>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR065
Durham>>,<<USA-NCR063>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR063
Gates>>,<<USA-NCR073>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR073
Gaston>>,<<USA-NCR071>>,<<North Carolina>>,<<USA-NCR>>,<<United States>>,<<USA>>,<<USA-NCR071
Patrick>>,<<USA-VRG141>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG141
Wilson>>,<<USA-TNN189>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN189
Pittsylvania>>,<<USA-VRG143>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG143
Williamson>>,<<USA-TNN187>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN187
Philadelphia>>,<<USA-PEN101>>,<<Pennsylvania>>,<<USA-PEN>>,<<United States>>,<<USA>>,<<USA-PEN101
White>>,<<USA-TNN185>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN185
Powhatan>>,<<USA-VRG145>>,<<Virginia>>,<<USA-VRG>>,<<United States>>,<<USA>>,<<USA-VRG145
Pike>>,<<USA-PEN103>>,<<Pennsylvania>>,<<USA-PEN>>,<<United States>>,<<USA>>,<<USA-PEN103
Weakley>>,<<USA-TNN183>>,<<Tennessee>>,<<USA-TNN>>,<<United States>>,<<USA>>,<<USA-TNN183
