PREFECTURE NAME>>,<<CHINESE NAME>>,<<PREFECTURE GMI
Wedron>>,<<Wedron>>,<<1709979618
Weldon>>,<<Weldon(De Witt)>>,<<1703979683
Wellington>>,<<Wellington(Iroquois)>>,<<1707579735
Wenona>>,<<Wenona(Marshall)>>,<<1712379813
West Chicago>>,<<West Chicago>>,<<1704380060
West Frankfort>>,<<West Frankfort>>,<<1705580333
West Jersey>>,<<West Jersey>>,<<1717580476
West Point>>,<<West Point(Hancock)>>,<<1706780762
West Salem>>,<<West Salem(Edwards)>>,<<1704780853
West Union>>,<<West Union(Clark)>>,<<1702380879
West York>>,<<West York(Crawford)>>,<<1703380957
Westchester>>,<<Westchester>>,<<1703180047
Western Springs>>,<<Western Springs>>,<<1703180242
Westfield>>,<<Westfield(Clark)>>,<<1702380281
Westhaven>>,<<Westhaven>>,<<1703180450
Westmont>>,<<Westmont(DuPage)>>,<<1704380645
Westview>>,<<Westview>>,<<1716380920
Westville>>,<<Westville(Vermilion)>>,<<1718380931
Wheaton>>,<<Wheaton(DuPage)>>,<<1704381048
Wheeler>>,<<Wheeler(Jasper)>>,<<1707981074
Wheeling>>,<<Wheeling(Cook)>>,<<1703181087
White Hall>>,<<White Hall(Greene)>>,<<1706181256
Whittington>>,<<Whittington>>,<<1705581477
Wildwood>>,<<Wildwood(Lake)>>,<<1709781672
Williams Park>>,<<Williams Park>>,<<1709781828
Williamsfield>>,<<Williamsfield>>,<<1709581802
Williamsville>>,<<Williamsville(Sangamon)>>,<<1716781854
Willisville>>,<<Willisville>>,<<1714581867
Willow Springs>>,<<Willow Springs(Cook)>>,<<1703182049
Willowbrook>>,<<Willowbrook(DuPage)>>,<<1704381919
Wilmette>>,<<Wilmette>>,<<1703182075
Wilmington>>,<<Wilmington(Will)>>,<<1719782101
Wilson>>,<<Wilson(Lake)>>,<<1709782153
Wilton Center>>,<<Wilton Center>>,<<1719782257
Winchester>>,<<Winchester(Scott)>>,<<1717182270
Windsor>>,<<Windsor(Shelby)>>,<<1717382322
Winfield>>,<<Winfield(DuPage)>>,<<1704382400
Winnetka>>,<<Winnetka>>,<<1703182530
Winthrop Harbor>>,<<Winthrop Harbor>>,<<1709782686
Witt>>,<<Witt(Montgomery)>>,<<1713582725
Wood Dale>>,<<Wood Dale>>,<<1704382985
Wood River>>,<<Wood River(Madison)>>,<<1711983271
Woodhull>>,<<Woodhull>>,<<1707383063
Woodland>>,<<Woodland(Iroquois)>>,<<1707583102
Woodridge>>,<<Woodridge(DuPage)>>,<<1704383245
Woodstock>>,<<Woodstock(McHenry)>>,<<1711183349
Woodworth>>,<<Woodworth(Iroquois)>>,<<1707583414
Woosung>>,<<Woosung>>,<<1714183479
Worden>>,<<Worden(Madison)>>,<<1711983505
Worth>>,<<Worth(Cook)>>,<<1703183518
Wyoming>>,<<Wyoming(Stark)>>,<<1717583687
Xenia>>,<<Xenia(Clay)>>,<<1702583739
Yale>>,<<Yale(Jasper)>>,<<1707983765
Yates City>>,<<Yates City>>,<<1709583817
York Center>>,<<York Center>>,<<1704383960
Yorkfield>>,<<Yorkfield>>,<<1704383973
Yorkville>>,<<Yorkville(Kendall)>>,<<1709384038
Zion>>,<<Zion(Lake)>>,<<1709784220
East Dubuque>>,<<East Dubuque>>,<<1708521683
Marengo>>,<<Marengo(McHenry)>>,<<1711146786
Oglesby>>,<<Oglesby(LaSalle)>>,<<1709955353
Washington>>,<<Washington(Tazewell)>>,<<1717979033
West Peoria>>,<<West Peoria>>,<<1714380736
Tennessee>>,<<Tennessee>>,<<1710974665
Middletown>>,<<Middletown(Logan)>>,<<1710748853
South Jacksonville>>,<<South Jacksonville>>,<<1713770889
Du Quoin>>,<<Du Quoin>>,<<1714521267
Dwight>>,<<Dwight(Livingston)>>,<<1710521358
Ransom>>,<<Ransom(LaSalle)>>,<<1709962757
Rantoul>>,<<Rantoul(Champaign)>>,<<1701962783
Lexington>>,<<Lexington(McLean)>>,<<1711343094
Downs>>,<<Downs(McLean)>>,<<1711320643
White Heath>>,<<White Heath>>,<<1714781295
Rardin>>,<<Rardin>>,<<1702962835
Bone Gap>>,<<Bone Gap>>,<<1704707224
Aboite>>,<<Aboite>>,<<1800300190
Adams>>,<<Adams(Decatur)>>,<<1803100352
Advance>>,<<Advance(Boone)>>,<<1801100640
Ainsworth>>,<<Ainsworth(Lake)>>,<<1808900694
Akron>>,<<Akron(Fulton)>>,<<1804900748
Albion>>,<<Albion(Noble)>>,<<1811300820
Alexandria>>,<<Alexandria(Madison)>>,<<1809500910
Alpine>>,<<Alpine(Fayette)>>,<<1804101180
Alquina>>,<<Alquina>>,<<1804101198
Amity>>,<<Amity(Johnson)>>,<<1808101432
Anderson>>,<<Anderson(Madison)>>,<<1809501468
Andersonville>>,<<Andersonville(Franklin)>>,<<1804701594
Angola>>,<<Angola(Steuben)>>,<<1815101666
Arcola>>,<<Arcola(Allen)>>,<<1800301990
Argos>>,<<Argos>>,<<1809902044
Ashley>>,<<Ashley(Steuben)>>,<<1815102458
Atlanta>>,<<Atlanta(Hamilton)>>,<<1805702602
Attica>>,<<Attica(Fountain)>>,<<1804502620
Auburn>>,<<Auburn(DeKalb)>>,<<1803302674
Aurora>>,<<Aurora(Dearborn)>>,<<1802902782
Austin>>,<<Austin(Scott)>>,<<1814302800
Avilla>>,<<Avilla(Noble)>>,<<1811302872
Azalia>>,<<Azalia>>,<<1800503052
Bainbridge>>,<<Bainbridge(Putnam)>>,<<1813303142
Bargersville>>,<<Bargersville>>,<<1808103394
Bass Lake>>,<<Bass Lake>>,<<1814903610
Batesville>>,<<Batesville(Ripley)>>,<<1813703664
Bath>>,<<Bath(Franklin)>>,<<1804703682
Beal>>,<<Beal>>,<<1808303772
Bedford>>,<<Bedford(Lawrence)>>,<<1809304114
Beech Grove>>,<<Beech Grove>>,<<1809704204
Bengal>>,<<Bengal>>,<<1814504672
Berne>>,<<Berne>>,<<1800104888
Bicknell>>,<<Bicknell(Knox)>>,<<1808305176
Bippus>>,<<Bippus>>,<<1806905338
Birdseye>>,<<Birdseye(Dubois)>>,<<1803705374
Black Oak>>,<<Black Oak(Lake)>>,<<1808905608
Blocher>>,<<Blocher>>,<<1814305680
Bloomfield>>,<<Bloomfield(Greene)>>,<<1805505716
Bloomington>>,<<Bloomington(Monroe)>>,<<1810505860
Bluffton>>,<<Bluffton(Wells)>>,<<1817906220
Boonville>>,<<Boonville(Warrick)>>,<<1817306616
Borden>>,<<Borden>>,<<1801906634
Boswell>>,<<Boswell(Benton)>>,<<1800706706
Bourbon>>,<<Bourbon(Marshall)>>,<<1809906760
Brazil>>,<<Brazil>>,<<1802107174
Bremen>>,<<Bremen(Marshall)>>,<<1809907318
Bridgeton>>,<<Bridgeton(Parke)>>,<<1812107570
Bright>>,<<Bright>>,<<1802907624
Brook>>,<<Brook>>,<<1811107966
Brooklyn>>,<<Brooklyn(Morgan)>>,<<1810908038
Brookston>>,<<Brookston(White)>>,<<1818108146
Brookville>>,<<Brookville(Franklin)>>,<<1804708182
Brownstown>>,<<Brownstown(Jackson)>>,<<1807108470
Bruceville>>,<<Bruceville(Knox)>>,<<1808308578
Bryant>>,<<Bryant(Jay)>>,<<1807508704
Bucktown>>,<<Bucktown(Sullivan)>>,<<1815308866
Buena Vista>>,<<Buena Vista(Franklin)>>,<<1804708938
Buffalo>>,<<Buffalo(White)>>,<<1818108992
Bunker Hill>>,<<Bunker Hill(Miami)>>,<<1810309136
Burlington>>,<<Burlington(Carroll)>>,<<1801509244
Burnett>>,<<Burnett(Vigo)>>,<<1816709298
Burnettsville>>,<<Burnettsville>>,<<1818109316
Burney>>,<<Burney(Decatur)>>,<<1803109334
Burrows>>,<<Burrows>>,<<1801509460
Butler>>,<<Butler(DeKalb)>>,<<1803309532
Butlerville>>,<<Butlerville(Jennings)>>,<<1807909622
Caborn>>,<<Caborn>>,<<1812909694
Cadiz>>,<<Cadiz(Henry)>>,<<1806509712
Cambria>>,<<Cambria(Clinton)>>,<<1802309856
Cambridge City>>,<<Cambridge City>>,<<1817709874
Campbellsburg>>,<<Campbellsburg(Washington)>>,<<1817510000
Canaan>>,<<Canaan(Jefferson)>>,<<1807710036
Cannelton>>,<<Cannelton>>,<<1812310108
Carbon>>,<<Carbon(Clay)>>,<<1802110198
Carlisle>>,<<Carlisle(Sullivan)>>,<<1815310270
Carmel>>,<<Carmel(Hamilton)>>,<<1805710342
Carthage>>,<<Carthage(Rush)>>,<<1813910612
Cataract>>,<<Cataract(Owen)>>,<<1811910882
Catlin>>,<<Catlin(Parke)>>,<<1812110918
Cato>>,<<Cato(Pike)>>,<<1812510936
Cedar Grove>>,<<Cedar Grove(Franklin)>>,<<1804711044
Cedar Lake>>,<<Cedar Lake(Lake)>>,<<1808911062
Celestine>>,<<Celestine>>,<<1803711134
Centerville>>,<<Centerville(Wayne)>>,<<1817711836
Central>>,<<Central(Harrison)>>,<<1806111854
Chalmers>>,<<Chalmers>>,<<1818111944
Chambersburg>>,<<Chambersburg(Orange)>>,<<1811711980
Chandler>>,<<Chandler(Warrick)>>,<<1817312034
Charlestown>>,<<Charlestown(Clark)>>,<<1801912124
Chrisney>>,<<Chrisney>>,<<1814712574
Churubusco>>,<<Churubusco>>,<<1818312610
Cicero>>,<<Cicero(Hamilton)>>,<<1805712628
Clarks Hill>>,<<Clarks Hill>>,<<1815712898
Clarksburg>>,<<Clarksburg(Decatur)>>,<<1803112880
Clarksville>>,<<Clarksville(Clark)>>,<<1801912934
Clay City>>,<<Clay City(Clay)>>,<<1802113276
Claypool>>,<<Claypool(Kosciusko)>>,<<1808513312
Clayton>>,<<Clayton(Hendricks)>>,<<1806313366
Clear Creek>>,<<Clear Creek(Monroe)>>,<<1810513402
Clinton>>,<<Clinton(Vermillion)>>,<<1816513780
Cloverdale>>,<<Cloverdale(Putnam)>>,<<1813313852
Coal City>>,<<Coal City(Owen)>>,<<1811913978
Coalmont>>,<<Coalmont(Clay)>>,<<1802114032
Coe>>,<<Coe>>,<<1812514086
Colburn>>,<<Colburn(Tippecanoe)>>,<<1815714176
Colfax>>,<<Colfax(Clinton)>>,<<1802314284
Collegeville>>,<<Collegeville(Jasper)>>,<<1807314464
Columbia City>>,<<Columbia City(Whitley)>>,<<1818314716
Columbus>>,<<Columbus(Bartholomew)>>,<<1800514734
Connersville>>,<<Connersville>>,<<1804114932
Cornettsville>>,<<Cornettsville(Daviess)>>,<<1802715148
Cory>>,<<Cory>>,<<1802115238
Corydon>>,<<Corydon(Harrison)>>,<<1806115256
Corydon Junction>>,<<Corydon Junction>>,<<1806115274
Covington>>,<<Covington(Fountain)>>,<<1804515490
Crawfordsville>>,<<Crawfordsville(Montgomery)>>,<<1810715742
Crocker>>,<<Crocker(Porter)>>,<<1812715958
Cross Plains>>,<<Cross Plains(Ripley)>>,<<1813716030
Crothersville>>,<<Crothersville>>,<<1807116084
Crown Point>>,<<Crown Point(Lake)>>,<<1808916138
Crumstown>>,<<Crumstown>>,<<1814116210
Culver>>,<<Culver(Marshall)>>,<<1809916300
Cuzco>>,<<Cuzco>>,<<1803716498
Dana>>,<<Dana(Vermillion)>>,<<1816516732
Danville>>,<<Danville(Hendricks)>>,<<1806316804
Darlington>>,<<Darlington(Montgomery)>>,<<1810716840
Darmstadt>>,<<Darmstadt>>,<<1816316858
Dayton>>,<<Dayton(Tippecanoe)>>,<<1815717002
Decatur>>,<<Decatur(Adams)>>,<<1800117074
Delong>>,<<Delong>>,<<1804917578
Delphi>>,<<Delphi>>,<<1801517614
Demotte>>,<<Demotte>>,<<1807317722
Denham>>,<<Denham(Pulaski)>>,<<1813117740
Denver>>,<<Denver(Miami)>>,<<1810317776
Depauw>>,<<Depauw>>,<<1806117794
Derby>>,<<Derby(Perry)>>,<<1812317830
Dillsboro>>,<<Dillsboro>>,<<1802918190
Domestic>>,<<Domestic>>,<<1817918370
Dubois>>,<<Dubois(Dubois)>>,<<1803718784
Dunlap>>,<<Dunlap(Elkhart)>>,<<1803919072
Economy>>,<<Economy(Wayne)>>,<<1817720152
Edinburgh>>,<<Edinburgh>>,<<1808120404
Edwardsport>>,<<Edwardsport>>,<<1808320458
Elberfeld>>,<<Elberfeld>>,<<1817320638
Elizaville>>,<<Elizaville>>,<<1801120710
Elkhart>>,<<Elkhart(Elkhart)>>,<<1803920728
Ellettsville>>,<<Ellettsville>>,<<1810520800
Elnora>>,<<Elnora>>,<<1802720998
Elwood>>,<<Elwood(Madison)>>,<<1809521070
Eminence>>,<<Eminence(Morgan)>>,<<1810921106
Emma>>,<<Emma>>,<<1808721142
English>>,<<English(Crawford)>>,<<1802521214
Evansville>>,<<Evansville(Vanderburgh)>>,<<1816322000
Fair Oaks>>,<<Fair Oaks(Jasper)>>,<<1807322468
Fairbanks>>,<<Fairbanks(Sullivan)>>,<<1815322180
Fairland>>,<<Fairland(Shelby)>>,<<1814522396
Farmersburg>>,<<Farmersburg>>,<<1815322738
Ferdinand>>,<<Ferdinand(Dubois)>>,<<1803722990
Fillmore>>,<<Fillmore(Putnam)>>,<<1813323188
Fishers>>,<<Fishers>>,<<1805723278
Flat Rock>>,<<Flat Rock(Shelby)>>,<<1814523566
Flora>>,<<Flora(Carroll)>>,<<1801523692
Fort Branch>>,<<Fort Branch>>,<<1805124250
Fort Wayne>>,<<Fort Wayne>>,<<1800325000
Foster>>,<<Foster(Warren)>>,<<1817125054
Fountain City>>,<<Fountain City(Wayne)>>,<<1817725090
Fowler>>,<<Fowler(Benton)>>,<<1800725180
Fowlerton>>,<<Fowlerton(Grant)>>,<<1805325198
Francesville>>,<<Francesville>>,<<1813125288
Frankfort>>,<<Frankfort(Clinton)>>,<<1802325324
Franklin>>,<<Franklin(Johnson)>>,<<1808125450
Frankton>>,<<Frankton>>,<<1809525702
Freedom>>,<<Freedom(Owen)>>,<<1811925774
Freetown>>,<<Freetown>>,<<1807125864
Fremont>>,<<Fremont(Steuben)>>,<<1815125882
French Lick>>,<<French Lick>>,<<1811725972
Fulton>>,<<Fulton(Fulton)>>,<<1804926152
Galveston>>,<<Galveston(Cass)>>,<<1801726242
Garrett>>,<<Garrett(DeKalb)>>,<<1803326386
Gary>>,<<Gary(Lake)>>,<<1808927000
Gas City>>,<<Gas City>>,<<1805327054
Gessie>>,<<Gessie>>,<<1816527540
Gifford>>,<<Gifford(Jasper)>>,<<1807327612
Glendale>>,<<Glendale(Daviess)>>,<<1802727864
Glenwood>>,<<Glenwood(Rush)>>,<<1813928062
Goodland>>,<<Goodland(Newton)>>,<<1811128332
Goshen>>,<<Goshen(Elkhart)>>,<<1803928386
Gosport>>,<<Gosport>>,<<1811928440
Grass Creek>>,<<Grass Creek(Fulton)>>,<<1804928962
Graysville>>,<<Graysville(Sullivan)>>,<<1815329106
Green Acres>>,<<Green Acres>>,<<1808929268
Greencastle>>,<<Greencastle(Putnam)>>,<<1813329358
Greendale>>,<<Greendale(Dearborn)>>,<<1802929448
Greenfield>>,<<Greenfield(Hancock)>>,<<1805929520
Greensburg>>,<<Greensburg(Decatur)>>,<<1803129718
Greentown>>,<<Greentown>>,<<1806729772
Greenwood>>,<<Greenwood(Johnson)>>,<<1808129898
Griffin>>,<<Griffin(Posey)>>,<<1812930024
Griffith>>,<<Griffith(Lake)>>,<<1808930042
Grovertown>>,<<Grovertown>>,<<1814930150
Guilford>>,<<Guilford(Dearborn)>>,<<1802930186
Hagerstown>>,<<Hagerstown(Wayne)>>,<<1817730402
Hamlet>>,<<Hamlet(Starke)>>,<<1814930708
Hammond>>,<<Hammond(Lake)>>,<<1808931000
Hanna>>,<<Hanna(LaPorte)>>,<<1809131180
Hardinsburg>>,<<Hardinsburg(Washington)>>,<<1817531396
Harmony>>,<<Harmony(Clay)>>,<<1802131486
Harrodsburg>>,<<Harrodsburg(Monroe)>>,<<1810532170
Hartford City>>,<<Hartford City>>,<<1800932242
Hatfield>>,<<Hatfield(Spencer)>>,<<1814732494
Haubstadt>>,<<Haubstadt>>,<<1805132512
Hayden>>,<<Hayden(Jennings)>>,<<1807932584
Hazleton>>,<<Hazleton(Gibson)>>,<<1805132728
Hebron>>,<<Hebron(Porter)>>,<<1812732818
Heltonville>>,<<Heltonville>>,<<1809332980
Henryville>>,<<Henryville>>,<<1801933142
Highland>>,<<Highland(Lake)>>,<<1808933466
Hillsdale>>,<<Hillsdale(Vermillion)>>,<<1816533952
Hoagland>>,<<Hoagland>>,<<1800334096
Hobart>>,<<Hobart(Lake)>>,<<1808934114
Hollandsburg>>,<<Hollandsburg>>,<<1812134312
Holton>>,<<Holton(Ripley)>>,<<1813734366
Homestead>>,<<Homestead(Dearborn)>>,<<1802934474
Hope>>,<<Hope(Bartholomew)>>,<<1800534744
Howe>>,<<Howe(LaGrange)>>,<<1808734978
Howesville>>,<<Howesville>>,<<1802135014
Huntingburg>>,<<Huntingburg>>,<<1803735284
Huntington>>,<<Huntington(Huntington)>>,<<1806935302
Huron>>,<<Huron(Lawrence)>>,<<1809335392
Independence Hill>>,<<Independence Hill>>,<<1808935644
Indian Springs>>,<<Indian Springs(Martin)>>,<<1810136234
Indianapolis>>,<<Indianapolis(Marion)>>,<<1809736000
Inglefield>>,<<Inglefield>>,<<1816336378
Iona>>,<<Iona(Knox)>>,<<1808336450
Jamestown>>,<<Jamestown(Boone)>>,<<1801137692
Jasper>>,<<Jasper(Dubois)>>,<<1803737782
Jeffersonville>>,<<Jeffersonville(Clark)>>,<<1801938358
Jonesboro>>,<<Jonesboro(Grant)>>,<<1805338862
Judyville>>,<<Judyville>>,<<1817139096
Kasson>>,<<Kasson(Vanderburgh)>>,<<1816339204
Kempton>>,<<Kempton(Tipton)>>,<<1815939366
Kendallville>>,<<Kendallville>>,<<1811339402
Kennard>>,<<Kennard(Henry)>>,<<1806539438
Kentland>>,<<Kentland>>,<<1811139546
Kewanna>>,<<Kewanna>>,<<1804939618
Kirklin>>,<<Kirklin>>,<<1802339942
Kitchel>>,<<Kitchel>>,<<1816140050
Kniman>>,<<Kniman>>,<<1807340320
Knox>>,<<Knox(Starke)>>,<<1814940374
Kokomo>>,<<Kokomo(Howard)>>,<<1806740392
Koleen>>,<<Koleen>>,<<1805540446
Kurtz>>,<<Kurtz>>,<<1807140590
La Fontaine>>,<<La Fontaine>>,<<1816940842
La Porte>>,<<La Porte(LaPorte)>>,<<1809142246
Laconia>>,<<Laconia(Harrison)>>,<<1806140644
Ladoga>>,<<Ladoga>>,<<1810740698
Lafayette>>,<<Lafayette(Tippecanoe)>>,<<1815740788
Lagrange>>,<<Lagrange(LaGrange)>>,<<1808740860
Lake Hills>>,<<Lake Hills(Lake)>>,<<1808941202
Lake Station>>,<<Lake Station>>,<<1808941535
Lake Village>>,<<Lake Village(Newton)>>,<<1811141652
Laketon>>,<<Laketon(Wabash)>>,<<1816941562
Lakeville>>,<<Lakeville(St. Joseph)>>,<<1814141670
Lamar>>,<<Lamar(Spencer)>>,<<1814741778
Laotto>>,<<Laotto>>,<<1811342138
Lapel>>,<<Lapel>>,<<1809542228
Laud>>,<<Laud>>,<<1818342318
Lawrence>>,<<Lawrence(Marion)>>,<<1809742426
Lawrenceburg>>,<<Lawrenceburg(Dearborn)>>,<<1802942462
Leavenworth>>,<<Leavenworth(Crawford)>>,<<1802542606
Lebanon>>,<<Lebanon(Boone)>>,<<1801142624
Lee>>,<<Lee(White)>>,<<1818142642
Leopold>>,<<Leopold(Perry)>>,<<1812342876
Letts>>,<<Letts(Decatur)>>,<<1803142984
Lewis>>,<<Lewis(Vigo)>>,<<1816743020
Lexington>>,<<Lexington(Scott)>>,<<1814343146
Liberty>>,<<Liberty(Union)>>,<<1816143434
Liberty Park>>,<<Liberty Park>>,<<1808943614
Libertyville>>,<<Libertyville(Vigo)>>,<<1816743632
Ligonier>>,<<Ligonier(Noble)>>,<<1811343686
Lincoln City>>,<<Lincoln City(Spencer)>>,<<1814743884
Lincoln Hills>>,<<Lincoln Hills>>,<<1812743938
Linden>>,<<Linden(Montgomery)>>,<<1810744082
Linton>>,<<Linton(Greene)>>,<<1805544190
Linwood>>,<<Linwood(Madison)>>,<<1809544226
Little York>>,<<Little York(Washington)>>,<<1817544370
Liverpool>>,<<Liverpool(Lake)>>,<<1808944388
Livonia>>,<<Livonia(Washington)>>,<<1817544424
Logansport>>,<<Logansport(Cass)>>,<<1801744658
Loogootee>>,<<Loogootee>>,<<1810144910
Losantville>>,<<Losantville>>,<<1813545000
Lottaville>>,<<Lottaville>>,<<1808945054
Lovett>>,<<Lovett(Jennings)>>,<<1807945090
Lowell>>,<<Lowell(Lake)>>,<<1808945144
Lydick>>,<<Lydick>>,<<1814145378
Lynn>>,<<Lynn(Randolph)>>,<<1813545468
Lyons>>,<<Lyons(Greene)>>,<<1805545504
Madison>>,<<Madison(Jefferson)>>,<<1807745990
Majenica>>,<<Majenica>>,<<1806946260
Malden>>,<<Malden(Porter)>>,<<1812746296
Manilla>>,<<Manilla(Rush)>>,<<1813946422
Manson>>,<<Manson(Clinton)>>,<<1802346494
Marengo>>,<<Marengo(Crawford)>>,<<1802546746
Marion>>,<<Marion(Grant)>>,<<1805346908
Markleville>>,<<Markleville>>,<<1809547178
Marshall>>,<<Marshall(Parke)>>,<<1812147322
Marshfield>>,<<Marshfield(Warren)>>,<<1817147340
Martinsville>>,<<Martinsville(Morgan)>>,<<1810947448
Maxwell>>,<<Maxwell(Hancock)>>,<<1805947736
Mays>>,<<Mays>>,<<1813947826
Medaryville>>,<<Medaryville>>,<<1813148186
Medora>>,<<Medora(Jackson)>>,<<1807148240
Mellott>>,<<Mellott>>,<<1804548294
Mentone>>,<<Mentone(Kosciusko)>>,<<1808548402
Merriam>>,<<Merriam(Noble)>>,<<1811348510
Merrillville>>,<<Merrillville(Lake)>>,<<1808948528
Metea>>,<<Metea>>,<<1801748582
Metz>>,<<Metz(Steuben)>>,<<1815148618
Mexico>>,<<Mexico(Miami)>>,<<1810348636
Michigan City>>,<<Michigan City(LaPorte)>>,<<1809148798
Michigantown>>,<<Michigantown>>,<<1802348816
Middlebury>>,<<Middlebury(Elkhart)>>,<<1803948924
Midland>>,<<Midland(Greene)>>,<<1805549086
Milan>>,<<Milan(Ripley)>>,<<1813749266
Millersburg>>,<<Millersburg(Elkhart)>>,<<1803949536
Millgrove>>,<<Millgrove>>,<<1800949626
Milltown>>,<<Milltown(Crawford)>>,<<1802549716
Milroy>>,<<Milroy(Rush)>>,<<1813949806
Mishawaka>>,<<Mishawaka>>,<<1814149932
Mitchell>>,<<Mitchell(Lawrence)>>,<<1809349950
Mixersville>>,<<Mixersville>>,<<1804750004
Monon>>,<<Monon>>,<<1818150148
Monroe>>,<<Monroe(Adams)>>,<<1800150202
Monroeville>>,<<Monroeville(Allen)>>,<<1800350562
Monrovia>>,<<Monrovia(Morgan)>>,<<1810950580
Monticello>>,<<Monticello(White)>>,<<1818150760
Montpelier>>,<<Montpelier(Blackford)>>,<<1800950796
Mooresville>>,<<Mooresville(Morgan)>>,<<1810950976
Morgantown>>,<<Morgantown(Morgan)>>,<<1810951102
Morocco>>,<<Morocco>>,<<1811151138
Morristown>>,<<Morristown(Shelby)>>,<<1814551192
Mount Auburn>>,<<Mount Auburn(Shelby)>>,<<1814551300
Mount Ayr>>,<<Mount Ayr(Newton)>>,<<1811151336
Mount Etna>>,<<Mount Etna(Huntington)>>,<<1806951408
Mount Summit>>,<<Mount Summit>>,<<1806551714
Mount Vernon>>,<<Mount Vernon(Posey)>>,<<1812951732
Muncie>>,<<Muncie(Delaware)>>,<<1803551876
Munster>>,<<Munster>>,<<1808951912
Nabb>>,<<Nabb>>,<<1814351984
Napoleon>>,<<Napoleon(Ripley)>>,<<1813752002
Nappanee>>,<<Nappanee>>,<<1803952020
Nashville>>,<<Nashville(Brown)>>,<<1801352038
New Albany>>,<<New Albany(Floyd)>>,<<1804352326
New Castle>>,<<New Castle(Henry)>>,<<1806552740
New Chicago>>,<<New Chicago>>,<<1808952776
New Elliott>>,<<New Elliott>>,<<1808952866
New Harmony>>,<<New Harmony(Posey)>>,<<1812952974
New Haven>>,<<New Haven(Allen)>>,<<1800352992
New Lisbon>>,<<New Lisbon(Henry)>>,<<1806553154
New Market>>,<<New Market(Montgomery)>>,<<1810753262
New Paris>>,<<New Paris(Elkhart)>>,<<1803953370
New Salem>>,<<New Salem(Rush)>>,<<1813953568
New Unionville>>,<<New Unionville>>,<<1810553748
Newberry>>,<<Newberry(Greene)>>,<<1805552524
Newburgh>>,<<Newburgh(Warrick)>>,<<1817352650
Newport>>,<<Newport(Vermillion)>>,<<1816553496
Newville>>,<<Newville(DeKalb)>>,<<1803353766
Noblesville>>,<<Noblesville>>,<<1805754180
North Judson>>,<<North Judson>>,<<1814954900
North Liberty>>,<<North Liberty(St. Joseph)>>,<<1814154918
North Manchester>>,<<North Manchester>>,<<1816954954
North Salem>>,<<North Salem>>,<<1806355080
North Terre Haute>>,<<North Terre Haute>>,<<1816755098
North Vernon>>,<<North Vernon>>,<<1807955116
Oakland City>>,<<Oakland City>>,<<1805155710
Oaktown>>,<<Oaktown>>,<<1808355800
Odell>>,<<Odell(Tippecanoe)>>,<<1815756034
Odon>>,<<Odon>>,<<1802756052
Ogden Dunes>>,<<Ogden Dunes>>,<<1812756088
Oldenburg>>,<<Oldenburg>>,<<1804756286
Orleans>>,<<Orleans(Orange)>>,<<1811757024
Osgood>>,<<Osgood(Ripley)>>,<<1813757132
Otisco>>,<<Otisco(Clark)>>,<<1801957222
Otterbein>>,<<Otterbein(Tippecanoe)>>,<<1815757258
Owensburg>>,<<Owensburg>>,<<1805557510
Owensville>>,<<Owensville(Gibson)>>,<<1805157528
Oxford>>,<<Oxford(Benton)>>,<<1800757546
Palmyra>>,<<Palmyra(Harrison)>>,<<1806157726
Paoli>>,<<Paoli(Orange)>>,<<1811757780
Paragon>>,<<Paragon>>,<<1810957870
Paris Crossing>>,<<Paris Crossing>>,<<1807957924
Parker City>>,<<Parker City>>,<<1813557978
Patricksburg>>,<<Patricksburg>>,<<1811958374
Pekin>>,<<Pekin(Washington)>>,<<1817558608
Pendleton>>,<<Pendleton(Madison)>>,<<1809558662
Pennville>>,<<Pennville>>,<<1807558788
Peru>>,<<Peru(Miami)>>,<<1810359328
Petersburg>>,<<Petersburg(Pike)>>,<<1812559364
Pierceton>>,<<Pierceton>>,<<1808559598
Pimento>>,<<Pimento>>,<<1816759868
Pittsboro>>,<<Pittsboro(Hendricks)>>,<<1806360192
Plainfield>>,<<Plainfield(Hendricks)>>,<<1806360246
Plainville>>,<<Plainville(Daviess)>>,<<1802760264
Pleasant Lake>>,<<Pleasant Lake(Steuben)>>,<<1815160534
Pleasant View>>,<<Pleasant View(Shelby)>>,<<1814560678
Plymouth>>,<<Plymouth(Marshall)>>,<<1809960822
Point Isabel>>,<<Point Isabel>>,<<1805360894
Poneto>>,<<Poneto>>,<<1817961020
Portage>>,<<Portage(Porter)>>,<<1812761092
Portland>>,<<Portland(Jay)>>,<<1807561236
Poseyville>>,<<Poseyville>>,<<1812961416
Princeton>>,<<Princeton(Gibson)>>,<<1805162046
Putnamville>>,<<Putnamville>>,<<1813362406
Quincy>>,<<Quincy(Owen)>>,<<1811962586
Raymond>>,<<Raymond(Franklin)>>,<<1804763180
Redkey>>,<<Redkey>>,<<1807563450
Rensselaer>>,<<Rensselaer(Jasper)>>,<<1807363792
Rexville>>,<<Rexville>>,<<1813763900
Reynolds>>,<<Reynolds(White)>>,<<1818163918
Richmond>>,<<Richmond(Wayne)>>,<<1817764260
Ridgeville>>,<<Ridgeville(Randolph)>>,<<1813564422
Riley>>,<<Riley(Vigo)>>,<<1816764512
Rising Sun>>,<<Rising Sun(Ohio)>>,<<1811564674
Roachdale>>,<<Roachdale>>,<<1813364980
