CITY NAME>>,<<CHINESE NAME>>,<<CITY KEY
Mbabane>>,<<姆巴巴纳>>,<<SWZ002
Port Elizabeth>>,<<伊丽莎白港>>,<<ZAF002
Nelspruit>>,<<内尔斯普雷特>>,<<ZAF003
Gaborone>>,<<哈博罗内>>,<<BWA009
Johannesburg>>,<<约翰内斯堡>>,<<ZAF004
East London>>,<<东伦敦>>,<<ZAF005
Kimberley>>,<<金伯利>>,<<ZAF008
Bloemfontein>>,<<布隆方丹>>,<<ZAF009
Maseru>>,<<马塞卢>>,<<LSO003
Pretoria>>,<<比勒陀利亚>>,<<ZAF010
Richards Bay>>,<<理查兹湾>>,<<ZAF012
Durban>>,<<德班>>,<<ZAF013
Pietermaritzburg (Ulundi)>>,<<彼得马里茨堡>>,<<ZAF014
Saint-Denis>>,<<圣但尼>>,<<REU001
Victoria>>,<<维多利亚>>,<<SYC001
Toamasina>>,<<图阿马西纳>>,<<MDG004
Antananarivo>>,<<塔那那利佛>>,<<MDG005
Port Louis>>,<<路易港>>,<<MUS001
Padang>>,<<巴东>>,<<IDN005
Bandung>>,<<万隆>>,<<IDN006
Semarang>>,<<三堡垄港>>,<<IDN007
Alice Springs>>,<<艾丽斯斯普林斯>>,<<AUS001
Perth>>,<<珀斯>>,<<AUS002
Fremantle>>,<<弗里曼特尔>>,<<AUS003
Pontianak>>,<<坤甸>>,<<IDN009
Jambi>>,<<占碑>>,<<IDN010
Palembang>>,<<巴邻旁>>,<<IDN011
Bengkulu>>,<<明古鲁>>,<<IDN012
Jakarta>>,<<雅加达>>,<<IDN014
Ambon>>,<<安汶>>,<<IDN016
Makassar>>,<<孟加锡>>,<<IDN018
Darwin>>,<<达尔文>>,<<AUS004
Balikpapan>>,<<巴厘巴板>>,<<IDN020
Surabaja>>,<<泗水>>,<<IDN023
Denpasar>>,<<登巴萨>>,<<IDN025
Kupang>>,<<古邦召开>>,<<IDN026
Jayapura>>,<<查亚普拉>>,<<IDN027
Hastings>>,<<黑斯廷斯>>,<<NZL001
Wanganui>>,<<旺格努伊>>,<<NZL002
Wellington>>,<<惠灵顿>>,<<NZL003
Rockhampton>>,<<罗克汉普顿>>,<<AUS006
Brisbane>>,<<布里斯班>>,<<AUS007
Newcastle>>,<<纽卡斯尔>>,<<AUS008
Sydney>>,<<悉尼>>,<<AUS009
Adelaide>>,<<阿德莱德>>,<<AUS010
Canberra>>,<<堪培拉>>,<<AUS011
Melbourne>>,<<墨尔本>>,<<AUS012
Hobart>>,<<霍巴特>>,<<AUS013
Cairns>>,<<凯恩斯>>,<<AUS014
Townsville>>,<<汤斯维尔>>,<<AUS015
Rabaul>>,<<腊包尔>>,<<PNG013
Lae>>,<<莱城>>,<<PNG016
Port Moresby>>,<<莫尔兹比港>>,<<PNG019
Funafuti>>,<<富那富提>>,<<TUV001
Port Vila>>,<<维拉港>>,<<VUT001
Suva>>,<<苏瓦>>,<<FJI001
Noumea>>,<<努美阿>>,<<NCL001
Yaren>>,<<亚伦>>,<<NRU001
Auckland>>,<<奥克兰>>,<<NZL005
Tauranga>>,<<陶兰加>>,<<NZL006
Hamilton>>,<<汉密尔顿>>,<<NZL007
Gisborne>>,<<吉斯伯恩>>,<<NZL008
New Plymouth>>,<<新普利茅斯>>,<<NZL009
Nelson>>,<<纳尔逊>>,<<NZL010
Christchurch>>,<<克赖斯特彻奇>>,<<NZL012
Dunedin>>,<<达尼丁>>,<<NZL013
