CITY NAME>>,<<CHINESE NAME>>,<<CITY GMI
Moultrie>>,<<Moultrie>>,<<USA-ILL139
Yuma>>,<<Yuma>>,<<USA-ARZ027
Dukes>>,<<Dukes>>,<<USA-MSS007
Trinity>>,<<Trinity>>,<<USA-TEX455
Essex>>,<<Essex>>,<<USA-MSS009
Travis>>,<<Travis>>,<<USA-TEX453
Upshur>>,<<Upshur>>,<<USA-TEX459
Mercer>>,<<Mercer>>,<<USA-ILL131
Pinal>>,<<Pinal>>,<<USA-ARZ021
Tyler>>,<<Tyler>>,<<USA-TEX457
Monroe>>,<<Monroe>>,<<USA-ILL133
Barnstable>>,<<Barnstable>>,<<USA-MSS001
Yavapai>>,<<Yavapai>>,<<USA-ARZ025
Montgomery>>,<<Montgomery>>,<<USA-ILL135
Santa Cruz>>,<<Santa Cruz>>,<<USA-ARZ023
Morgan>>,<<Morgan>>,<<USA-ILL137
Berkshire>>,<<Berkshire>>,<<USA-MSS003
Bastrop>>,<<Bastrop>>,<<USA-TEX021
Baylor>>,<<Baylor>>,<<USA-TEX023
Bee>>,<<Bee>>,<<USA-TEX025
Bell>>,<<Bell>>,<<USA-TEX027
Bexar>>,<<Bexar>>,<<USA-TEX029
Navajo>>,<<Navajo>>,<<USA-ARZ017
Middlesex>>,<<Middlesex>>,<<USA-MSS017
Hampshire>>,<<Hampshire>>,<<USA-MSS015
Menard>>,<<Menard>>,<<USA-ILL129
Pima>>,<<Pima>>,<<USA-ARZ019
Upton>>,<<Upton>>,<<USA-TEX461
Uvalde>>,<<Uvalde>>,<<USA-TEX463
Nantucket>>,<<Nantucket>>,<<USA-MSS019
Val Verde>>,<<Val Verde>>,<<USA-TEX465
Marshall>>,<<Marshall>>,<<USA-ILL123
Van Zandt>>,<<Van Zandt>>,<<USA-TEX467
Marion>>,<<Marion>>,<<USA-ILL121
Greenlee>>,<<Greenlee>>,<<USA-ARZ011
Victoria>>,<<Victoria>>,<<USA-TEX469
Massac>>,<<Massac>>,<<USA-ILL127
Maricopa>>,<<Maricopa>>,<<USA-ARZ013
Hampden>>,<<Hampden>>,<<USA-MSS013
La Paz>>,<<La Paz>>,<<USA-ARZ012
Mohave>>,<<Mohave>>,<<USA-ARZ015
Franklin>>,<<Franklin>>,<<USA-MSS011
Mason>>,<<Mason>>,<<USA-ILL125
Webb>>,<<Webb>>,<<USA-TEX479
Washington>>,<<Washington>>,<<USA-TEX477
Ward>>,<<Ward>>,<<USA-TEX475
Waller>>,<<Waller>>,<<USA-TEX473
Walker>>,<<Walker>>,<<USA-TEX471
Williamson>>,<<Williamson>>,<<USA-TEX491
Willacy>>,<<Willacy>>,<<USA-TEX489
Wichita>>,<<Wichita>>,<<USA-TEX485
Wilbarger>>,<<Wilbarger>>,<<USA-TEX487
Wharton>>,<<Wharton>>,<<USA-TEX481
Wheeler>>,<<Wheeler>>,<<USA-TEX483
Winkler>>,<<Winkler>>,<<USA-TEX495
Wilson>>,<<Wilson>>,<<USA-TEX493
Wood>>,<<Wood>>,<<USA-TEX499
Wise>>,<<Wise>>,<<USA-TEX497
Weber>>,<<Weber>>,<<USA-UTA057
Sherman>>,<<Sherman>>,<<USA-KAN181
Stafford>>,<<Stafford>>,<<USA-KAN185
Washington>>,<<Washington>>,<<USA-UTA053
Wayne>>,<<Wayne>>,<<USA-UTA055
Smith>>,<<Smith>>,<<USA-KAN183
Stevens>>,<<Stevens>>,<<USA-KAN189
Stanton>>,<<Stanton>>,<<USA-KAN187
Williamson>>,<<Williamson>>,<<USA-ILL199
Will>>,<<Will>>,<<USA-ILL197
Utah>>,<<Utah>>,<<USA-UTA049
Uintah>>,<<Uintah>>,<<USA-UTA047
Scott>>,<<Scott>>,<<USA-KAN171
Tooele>>,<<Tooele>>,<<USA-UTA045
Sedgwick>>,<<Sedgwick>>,<<USA-KAN173
Summit>>,<<Summit>>,<<USA-UTA043
Seward>>,<<Seward>>,<<USA-KAN175
Shawnee>>,<<Shawnee>>,<<USA-KAN177
Warren>>,<<Warren>>,<<USA-ILL187
Sheridan>>,<<Sheridan>>,<<USA-KAN179
Washington>>,<<Washington>>,<<USA-ILL189
White>>,<<White>>,<<USA-ILL193
Whiteside>>,<<Whiteside>>,<<USA-ILL195
Wayne>>,<<Wayne>>,<<USA-ILL191
Wasatch>>,<<Wasatch>>,<<USA-UTA051
Rooks>>,<<Rooks>>,<<USA-KAN163
Riley>>,<<Riley>>,<<USA-KAN161
Saline>>,<<Saline>>,<<USA-KAN169
Russell>>,<<Russell>>,<<USA-KAN167
Rush>>,<<Rush>>,<<USA-KAN165
Pratt>>,<<Pratt>>,<<USA-KAN151
Republic>>,<<Republic>>,<<USA-KAN157
Rice>>,<<Rice>>,<<USA-KAN159
Rawlins>>,<<Rawlins>>,<<USA-KAN153
Reno>>,<<Reno>>,<<USA-KAN155
Richland>>,<<Richland>>,<<USA-ILL159
Midland>>,<<Midland>>,<<USA-MCH111
Randolph>>,<<Randolph>>,<<USA-ILL157
Missaukee>>,<<Missaukee>>,<<USA-MCH113
Putnam>>,<<Putnam>>,<<USA-ILL155
Garfield>>,<<Garfield>>,<<USA-UTA017
Pulaski>>,<<Pulaski>>,<<USA-ILL153
Grand>>,<<Grand>>,<<USA-UTA019
Montmorency>>,<<Montmorency>>,<<USA-MCH119
Duchesne>>,<<Duchesne>>,<<USA-UTA013
Emery>>,<<Emery>>,<<USA-UTA015
Monroe>>,<<Monroe>>,<<USA-MCH115
Montcalm>>,<<Montcalm>>,<<USA-MCH117
Davis>>,<<Davis>>,<<USA-UTA011
St. Clair>>,<<St. Clair>>,<<USA-ILL163
Rock Island>>,<<Rock Island>>,<<USA-ILL161
San Jacinto>>,<<San Jacinto>>,<<USA-TEX407
Piatt>>,<<Piatt>>,<<USA-ILL147
Oakland>>,<<Oakland>>,<<USA-MCH125
San Augustine>>,<<San Augustine>>,<<USA-TEX405
Pike>>,<<Pike>>,<<USA-ILL149
Newaygo>>,<<Newaygo>>,<<USA-MCH123
Sabine>>,<<Sabine>>,<<USA-TEX403
Daggett>>,<<Daggett>>,<<USA-UTA009
Muskegon>>,<<Muskegon>>,<<USA-MCH121
Peoria>>,<<Peoria>>,<<USA-ILL143
Rusk>>,<<Rusk>>,<<USA-TEX401
Carbon>>,<<Carbon>>,<<USA-UTA007
Perry>>,<<Perry>>,<<USA-ILL145
Cache>>,<<Cache>>,<<USA-UTA005
Box Elder>>,<<Box Elder>>,<<USA-UTA003
Beaver>>,<<Beaver>>,<<USA-UTA001
Ogemaw>>,<<Ogemaw>>,<<USA-MCH129
Oceana>>,<<Oceana>>,<<USA-MCH127
Pope>>,<<Pope>>,<<USA-ILL151
San Patricio>>,<<San Patricio>>,<<USA-TEX409
Stephenson>>,<<Stephenson>>,<<USA-ILL177
Sanpete>>,<<Sanpete>>,<<USA-UTA039
Schleicher>>,<<Schleicher>>,<<USA-TEX413
Stark>>,<<Stark>>,<<USA-ILL175
Scurry>>,<<Scurry>>,<<USA-TEX415
Shackelford>>,<<Shackelford>>,<<USA-TEX417
Tazewell>>,<<Tazewell>>,<<USA-ILL179
Shelby>>,<<Shelby>>,<<USA-TEX419
Piute>>,<<Piute>>,<<USA-UTA031
Rich>>,<<Rich>>,<<USA-UTA033
Salt Lake>>,<<Salt Lake>>,<<USA-UTA035
San Saba>>,<<San Saba>>,<<USA-TEX411
San Juan>>,<<San Juan>>,<<USA-UTA037
Sevier>>,<<Sevier>>,<<USA-UTA041
Union>>,<<Union>>,<<USA-ILL181
Wabash>>,<<Wabash>>,<<USA-ILL185
Vermilion>>,<<Vermilion>>,<<USA-ILL183
Somervell>>,<<Somervell>>,<<USA-TEX425
Saline>>,<<Saline>>,<<USA-ILL165
Morgan>>,<<Morgan>>,<<USA-UTA029
Smith>>,<<Smith>>,<<USA-TEX423
Sangamon>>,<<Sangamon>>,<<USA-ILL167
Stephens>>,<<Stephens>>,<<USA-TEX429
Wabaunsee>>,<<Wabaunsee>>,<<USA-KAN197
Marquette>>,<<Marquette>>,<<USA-MCH103
Schuyler>>,<<Schuyler>>,<<USA-ILL169
Starr>>,<<Starr>>,<<USA-TEX427
Wallace>>,<<Wallace>>,<<USA-KAN199
Manistee>>,<<Manistee>>,<<USA-MCH101
Juab>>,<<Juab>>,<<USA-UTA023
Thomas>>,<<Thomas>>,<<USA-KAN193
Mecosta>>,<<Mecosta>>,<<USA-MCH107
Trego>>,<<Trego>>,<<USA-KAN195
Iron>>,<<Iron>>,<<USA-UTA021
Mason>>,<<Mason>>,<<USA-MCH105
Sherman>>,<<Sherman>>,<<USA-TEX421
Millard>>,<<Millard>>,<<USA-UTA027
Kane>>,<<Kane>>,<<USA-UTA025
Sumner>>,<<Sumner>>,<<USA-KAN191
Menominee>>,<<Menominee>>,<<USA-MCH109
Scott>>,<<Scott>>,<<USA-ILL171
Shelby>>,<<Shelby>>,<<USA-ILL173
Taos>>,<<Taos>>,<<USA-NME055
Shelby>>,<<Shelby>>,<<USA-ALB117
Torrance>>,<<Torrance>>,<<USA-NME057
Sumter>>,<<Sumter>>,<<USA-ALB119
Sierra>>,<<Sierra>>,<<USA-NME051
Russell>>,<<Russell>>,<<USA-ALB113
Socorro>>,<<Socorro>>,<<USA-NME053
St. Clair>>,<<St. Clair>>,<<USA-ALB115
Wayne>>,<<Wayne>>,<<USA-MCH163
Wexford>>,<<Wexford>>,<<USA-MCH165
Randolph>>,<<Randolph>>,<<USA-ALB111
Union>>,<<Union>>,<<USA-NME059
Washtenaw>>,<<Washtenaw>>,<<USA-MCH161
Moody>>,<<Moody>>,<<USA-SDA101
Pennington>>,<<Pennington>>,<<USA-SDA103
Perkins>>,<<Perkins>>,<<USA-SDA105
Potter>>,<<Potter>>,<<USA-SDA107
Pike>>,<<Pike>>,<<USA-ALB109
Roberts>>,<<Roberts>>,<<USA-SDA109
Pickens>>,<<Pickens>>,<<USA-ALB107
San Juan>>,<<San Juan>>,<<USA-NME045
Perry>>,<<Perry>>,<<USA-ALB105
Sandoval>>,<<Sandoval>>,<<USA-NME043
Van Buren>>,<<Van Buren>>,<<USA-MCH159
Morgan>>,<<Morgan>>,<<USA-ALB103
Roosevelt>>,<<Roosevelt>>,<<USA-NME041
Montgomery>>,<<Montgomery>>,<<USA-ALB101
Schoolcraft>>,<<Schoolcraft>>,<<USA-MCH153
Sanilac>>,<<Sanilac>>,<<USA-MCH151
Santa Fe>>,<<Santa Fe>>,<<USA-NME049
Tuscola>>,<<Tuscola>>,<<USA-MCH157
San Miguel>>,<<San Miguel>>,<<USA-NME047
Shiawassee>>,<<Shiawassee>>,<<USA-MCH155
Sanborn>>,<<Sanborn>>,<<USA-SDA111
Sully>>,<<Sully>>,<<USA-SDA119
Stanley>>,<<Stanley>>,<<USA-SDA117
Spink>>,<<Spink>>,<<USA-SDA115
Shannon>>,<<Shannon>>,<<USA-SDA113
St. Joseph>>,<<St. Joseph>>,<<USA-MCH149
Saginaw>>,<<Saginaw>>,<<USA-MCH145
St. Clair>>,<<St. Clair>>,<<USA-MCH147
Presque Isle>>,<<Presque Isle>>,<<USA-MCH141
Roscommon>>,<<Roscommon>>,<<USA-MCH143
Wilson>>,<<Wilson>>,<<USA-KAN205
Todd>>,<<Todd>>,<<USA-SDA121
Woodson>>,<<Woodson>>,<<USA-KAN207
Tripp>>,<<Tripp>>,<<USA-SDA123
Wyandotte>>,<<Wyandotte>>,<<USA-KAN209
Walworth>>,<<Walworth>>,<<USA-SDA129
Turner>>,<<Turner>>,<<USA-SDA125
Union>>,<<Union>>,<<USA-SDA127
Valencia>>,<<Valencia>>,<<USA-NME061
Ottawa>>,<<Ottawa>>,<<USA-MCH139
Otsego>>,<<Otsego>>,<<USA-MCH137
Oscoda>>,<<Oscoda>>,<<USA-MCH135
Osceola>>,<<Osceola>>,<<USA-MCH133
Ontonagon>>,<<Ontonagon>>,<<USA-MCH131
Washington>>,<<Washington>>,<<USA-KAN201
Wichita>>,<<Wichita>>,<<USA-KAN203
Guadalupe>>,<<Guadalupe>>,<<USA-NME019
Eddy>>,<<Eddy>>,<<USA-NME015
Grant>>,<<Grant>>,<<USA-NME017
De Baca>>,<<De Baca>>,<<USA-NME011
Do?a Ana>>,<<Do?a Ana>>,<<USA-NME013
Curry>>,<<Curry>>,<<USA-NME009
Colfax>>,<<Colfax>>,<<USA-NME007
Chaves>>,<<Chaves>>,<<USA-NME005
Cibola>>,<<Cibola>>,<<USA-NME006
Catron>>,<<Catron>>,<<USA-NME003
Bernalillo>>,<<Bernalillo>>,<<USA-NME001
Quay>>,<<Quay>>,<<USA-NME037
Rio Arriba>>,<<Rio Arriba>>,<<USA-NME039
McKinley>>,<<McKinley>>,<<USA-NME031
Mora>>,<<Mora>>,<<USA-NME033
Otero>>,<<Otero>>,<<USA-NME035
Lincoln>>,<<Lincoln>>,<<USA-NME027
Los Alamos>>,<<Los Alamos>>,<<USA-NME028
Lea>>,<<Lea>>,<<USA-NME025
Luna>>,<<Luna>>,<<USA-NME029
Hidalgo>>,<<Hidalgo>>,<<USA-NME023
Harding>>,<<Harding>>,<<USA-NME021
Comal>>,<<Comal>>,<<USA-TEX091
Concho>>,<<Concho>>,<<USA-TEX095
Comanche>>,<<Comanche>>,<<USA-TEX093
Collingsworth>>,<<Collingsworth>>,<<USA-TEX087
Collin>>,<<Collin>>,<<USA-TEX085
Colorado>>,<<Colorado>>,<<USA-TEX089
Coke>>,<<Coke>>,<<USA-TEX081
Coleman>>,<<Coleman>>,<<USA-TEX083
Childress>>,<<Childress>>,<<USA-TEX075
Clay>>,<<Clay>>,<<USA-TEX077
Cochran>>,<<Cochran>>,<<USA-TEX079
St. Louis>>,<<St. Louis>>,<<USA-MOS510
Cooke>>,<<Cooke>>,<<USA-TEX097
Coryell>>,<<Coryell>>,<<USA-TEX099
Burleson>>,<<Burleson>>,<<USA-TEX051
Yankton>>,<<Yankton>>,<<USA-SDA135
Brown>>,<<Brown>>,<<USA-TEX049
Ziebach>>,<<Ziebach>>,<<USA-SDA137
Brewster>>,<<Brewster>>,<<USA-TEX043
Brazos>>,<<Brazos>>,<<USA-TEX041
Brooks>>,<<Brooks>>,<<USA-TEX047
Briscoe>>,<<Briscoe>>,<<USA-TEX045
Brazoria>>,<<Brazoria>>,<<USA-TEX039
Blanco>>,<<Blanco>>,<<USA-TEX031
Borden>>,<<Borden>>,<<USA-TEX033
Bosque>>,<<Bosque>>,<<USA-TEX035
Bowie>>,<<Bowie>>,<<USA-TEX037
Cherokee>>,<<Cherokee>>,<<USA-TEX073
Chambers>>,<<Chambers>>,<<USA-TEX071
Winston>>,<<Winston>>,<<USA-ALB133
Wilcox>>,<<Wilcox>>,<<USA-ALB131
Castro>>,<<Castro>>,<<USA-TEX069
Cass>>,<<Cass>>,<<USA-TEX067
Carson>>,<<Carson>>,<<USA-TEX065
Camp>>,<<Camp>>,<<USA-TEX063
Cameron>>,<<Cameron>>,<<USA-TEX061
Talladega>>,<<Talladega>>,<<USA-ALB121
Tallapoosa>>,<<Tallapoosa>>,<<USA-ALB123
Tuscaloosa>>,<<Tuscaloosa>>,<<USA-ALB125
Walker>>,<<Walker>>,<<USA-ALB127
Washington>>,<<Washington>>,<<USA-ALB129
Calhoun>>,<<Calhoun>>,<<USA-TEX057
Callahan>>,<<Callahan>>,<<USA-TEX059
Burnet>>,<<Burnet>>,<<USA-TEX053
Caldwell>>,<<Caldwell>>,<<USA-TEX055
Howard>>,<<Howard>>,<<USA-NEB093
Hooker>>,<<Hooker>>,<<USA-NEB091
Johnson>>,<<Johnson>>,<<USA-NEB097
Jefferson>>,<<Jefferson>>,<<USA-NEB095
Kearney>>,<<Kearney>>,<<USA-NEB099
Hamilton>>,<<Hamilton>>,<<USA-NEB081
Harlan>>,<<Harlan>>,<<USA-NEB083
Hayes>>,<<Hayes>>,<<USA-NEB085
Hitchcock>>,<<Hitchcock>>,<<USA-NEB087
Holt>>,<<Holt>>,<<USA-NEB089
Dundy>>,<<Dundy>>,<<USA-NEB057
Douglas>>,<<Douglas>>,<<USA-NEB055
Fillmore>>,<<Fillmore>>,<<USA-NEB059
Calhoun>>,<<Calhoun>>,<<USA-WVR013
Cabell>>,<<Cabell>>,<<USA-WVR011
Doddridge>>,<<Doddridge>>,<<USA-WVR017
Dodge>>,<<Dodge>>,<<USA-NEB053
Clay>>,<<Clay>>,<<USA-WVR015
Dixon>>,<<Dixon>>,<<USA-NEB051
Northwest Arctic>>,<<Northwest Arctic>>,<<USA-ALK188
Fayette>>,<<Fayette>>,<<USA-WVR019
North Slope>>,<<North Slope>>,<<USA-ALK185
Dakota>>,<<Dakota>>,<<USA-NEB043
Dawes>>,<<Dawes>>,<<USA-NEB045
Dawson>>,<<Dawson>>,<<USA-NEB047
Gilmer>>,<<Gilmer>>,<<USA-WVR021
Deuel>>,<<Deuel>>,<<USA-NEB049
Grant>>,<<Grant>>,<<USA-WVR023
Nome>>,<<Nome>>,<<USA-ALK180
Greenbrier>>,<<Greenbrier>>,<<USA-WVR025
Hampshire>>,<<Hampshire>>,<<USA-WVR027
Hancock>>,<<Hancock>>,<<USA-WVR029
Custer>>,<<Custer>>,<<USA-NEB041
Orange>>,<<Orange>>,<<USA-FLA095
Okeechobee>>,<<Okeechobee>>,<<USA-FLA093
Palm Beach>>,<<Palm Beach>>,<<USA-FLA099
Osceola>>,<<Osceola>>,<<USA-FLA097
Hall>>,<<Hall>>,<<USA-NEB079
Greeley>>,<<Greeley>>,<<USA-NEB077
Grant>>,<<Grant>>,<<USA-NEB075
Gosper>>,<<Gosper>>,<<USA-NEB073
Garfield>>,<<Garfield>>,<<USA-NEB071
Garden>>,<<Garden>>,<<USA-NEB069
Furnas>>,<<Furnas>>,<<USA-NEB065
Gage>>,<<Gage>>,<<USA-NEB067
Boone>>,<<Boone>>,<<USA-WVR005
Franklin>>,<<Franklin>>,<<USA-NEB061
Braxton>>,<<Braxton>>,<<USA-WVR007
Frontier>>,<<Frontier>>,<<USA-NEB063
Barbour>>,<<Barbour>>,<<USA-WVR001
Berkeley>>,<<Berkeley>>,<<USA-WVR003
Petersburg>>,<<Petersburg>>,<<USA-ALK195
Brooke>>,<<Brooke>>,<<USA-WVR009
Prince of Wales-Hyder>>,<<Prince of Wales-Hyder>>,<<USA-ALK198
Mobile>>,<<Mobile>>,<<USA-ALB097
Monroe>>,<<Monroe>>,<<USA-ALB099
St. Croix>>,<<St. Croix>>,<<USA-WIS109
Marion>>,<<Marion>>,<<USA-ALB093
Marshall>>,<<Marshall>>,<<USA-ALB095
Richland>>,<<Richland>>,<<USA-WIS103
Racine>>,<<Racine>>,<<USA-WIS101
Rusk>>,<<Rusk>>,<<USA-WIS107
Rock>>,<<Rock>>,<<USA-WIS105
Madison>>,<<Madison>>,<<USA-ALB089
Taylor>>,<<Taylor>>,<<USA-WIS119
Macon>>,<<Macon>>,<<USA-ALB087
Lowndes>>,<<Lowndes>>,<<USA-ALB085
Limestone>>,<<Limestone>>,<<USA-ALB083
Sauk>>,<<Sauk>>,<<USA-WIS111
Marengo>>,<<Marengo>>,<<USA-ALB091
Sawyer>>,<<Sawyer>>,<<USA-WIS113
Shawano>>,<<Shawano>>,<<USA-WIS115
Sheboygan>>,<<Sheboygan>>,<<USA-WIS117
Westchester>>,<<Westchester>>,<<USA-NYO119
Washington>>,<<Washington>>,<<USA-NYO115
Wayne>>,<<Wayne>>,<<USA-NYO117
Ulster>>,<<Ulster>>,<<USA-NYO111
Warren>>,<<Warren>>,<<USA-NYO113
Yates>>,<<Yates>>,<<USA-NYO123
Wyoming>>,<<Wyoming>>,<<USA-NYO121
Sullivan>>,<<Sullivan>>,<<USA-NYO105
Suffolk>>,<<Suffolk>>,<<USA-NYO103
Tompkins>>,<<Tompkins>>,<<USA-NYO109
Tioga>>,<<Tioga>>,<<USA-NYO107
Steuben>>,<<Steuben>>,<<USA-NYO101
Seminole>>,<<Seminole>>,<<USA-OKL133
Sequoyah>>,<<Sequoyah>>,<<USA-OKL135
Covington>>,<<Covington>>,<<USA-MSP031
Menominee>>,<<Menominee>>,<<USA-WIS078
Rogers>>,<<Rogers>>,<<USA-OKL131
Milwaukee>>,<<Milwaukee>>,<<USA-WIS079
Marquette>>,<<Marquette>>,<<USA-WIS077
Marinette>>,<<Marinette>>,<<USA-WIS075
Marathon>>,<<Marathon>>,<<USA-WIS073
Manitowoc>>,<<Manitowoc>>,<<USA-WIS071
Baldwin>>,<<Baldwin>>,<<USA-ALB003
Barbour>>,<<Barbour>>,<<USA-ALB005
Copiah>>,<<Copiah>>,<<USA-MSP029
Bibb>>,<<Bibb>>,<<USA-ALB007
Blount>>,<<Blount>>,<<USA-ALB009
Clarke>>,<<Clarke>>,<<USA-MSP023
Claiborne>>,<<Claiborne>>,<<USA-MSP021
Stephens>>,<<Stephens>>,<<USA-OKL137
Coahoma>>,<<Coahoma>>,<<USA-MSP027
Texas>>,<<Texas>>,<<USA-OKL139
Clay>>,<<Clay>>,<<USA-MSP025
Autauga>>,<<Autauga>>,<<USA-ALB001
Washington>>,<<Washington>>,<<USA-OKL147
Wagoner>>,<<Wagoner>>,<<USA-OKL145
Tulsa>>,<<Tulsa>>,<<USA-OKL143
Langlade>>,<<Langlade>>,<<USA-WIS067
Lincoln>>,<<Lincoln>>,<<USA-WIS069
Tillman>>,<<Tillman>>,<<USA-OKL141
La Crosse>>,<<La Crosse>>,<<USA-WIS063
Big Horn>>,<<Big Horn>>,<<USA-MNT003
Blaine>>,<<Blaine>>,<<USA-MNT005
Lafayette>>,<<Lafayette>>,<<USA-WIS065
Beaverhead>>,<<Beaverhead>>,<<USA-MNT001
Kewaunee>>,<<Kewaunee>>,<<USA-WIS061
Choctaw>>,<<Choctaw>>,<<USA-MSP019
Calhoun>>,<<Calhoun>>,<<USA-ALB015
Butler>>,<<Butler>>,<<USA-ALB013
Cherokee>>,<<Cherokee>>,<<USA-ALB019
Broadwater>>,<<Broadwater>>,<<USA-MNT007
Chambers>>,<<Chambers>>,<<USA-ALB017
Carbon>>,<<Carbon>>,<<USA-MNT009
Bolivar>>,<<Bolivar>>,<<USA-MSP011
Calhoun>>,<<Calhoun>>,<<USA-MSP013
Bullock>>,<<Bullock>>,<<USA-ALB011
Carroll>>,<<Carroll>>,<<USA-MSP015
Chickasaw>>,<<Chickasaw>>,<<USA-MSP017
Washita>>,<<Washita>>,<<USA-OKL149
Kenosha>>,<<Kenosha>>,<<USA-WIS059
Juneau>>,<<Juneau>>,<<USA-WIS057
Okmulgee>>,<<Okmulgee>>,<<USA-OKL111
Osage>>,<<Osage>>,<<USA-OKL113
Carter>>,<<Carter>>,<<USA-MNT011
Iron>>,<<Iron>>,<<USA-WIS051
Chouteau>>,<<Chouteau>>,<<USA-MNT015
Jefferson>>,<<Jefferson>>,<<USA-WIS055
Cascade>>,<<Cascade>>,<<USA-MNT013
Jackson>>,<<Jackson>>,<<USA-WIS053
Daniels>>,<<Daniels>>,<<USA-MNT019
Cleburne>>,<<Cleburne>>,<<USA-ALB029
Custer>>,<<Custer>>,<<USA-MNT017
Benton>>,<<Benton>>,<<USA-MSP009
Clarke>>,<<Clarke>>,<<USA-ALB025
Attala>>,<<Attala>>,<<USA-MSP007
Clay>>,<<Clay>>,<<USA-ALB027
Ottawa>>,<<Ottawa>>,<<USA-OKL115
Amite>>,<<Amite>>,<<USA-MSP005
Chilton>>,<<Chilton>>,<<USA-ALB021
Pawnee>>,<<Pawnee>>,<<USA-OKL117
Choctaw>>,<<Choctaw>>,<<USA-ALB023
Alcorn>>,<<Alcorn>>,<<USA-MSP003
Payne>>,<<Payne>>,<<USA-OKL119
Adams>>,<<Adams>>,<<USA-MSP001
Green>>,<<Green>>,<<USA-WIS045
Pittsburg>>,<<Pittsburg>>,<<USA-OKL121
Green Lake>>,<<Green Lake>>,<<USA-WIS047
Pottawatomie>>,<<Pottawatomie>>,<<USA-OKL125
Iowa>>,<<Iowa>>,<<USA-WIS049
Pontotoc>>,<<Pontotoc>>,<<USA-OKL123
Dawson>>,<<Dawson>>,<<USA-MNT021
Deer Lodge>>,<<Deer Lodge>>,<<USA-MNT023
Forest>>,<<Forest>>,<<USA-WIS041
Fallon>>,<<Fallon>>,<<USA-MNT025
Grant>>,<<Grant>>,<<USA-WIS043
Fergus>>,<<Fergus>>,<<USA-MNT027
Flathead>>,<<Flathead>>,<<USA-MNT029
Baker>>,<<Baker>>,<<USA-FLA003
Covington>>,<<Covington>>,<<USA-ALB039
Bay>>,<<Bay>>,<<USA-FLA005
Coosa>>,<<Coosa>>,<<USA-ALB037
Bradford>>,<<Bradford>>,<<USA-FLA007
Conecuh>>,<<Conecuh>>,<<USA-ALB035
Brevard>>,<<Brevard>>,<<USA-FLA009
Colbert>>,<<Colbert>>,<<USA-ALB033
Roger Mills>>,<<Roger Mills>>,<<USA-OKL129
Coffee>>,<<Coffee>>,<<USA-ALB031
Pushmataha>>,<<Pushmataha>>,<<USA-OKL127
Alachua>>,<<Alachua>>,<<USA-FLA001
Golden Valley>>,<<Golden Valley>>,<<USA-MNT037
Dunn>>,<<Dunn>>,<<USA-WIS033
Wayne>>,<<Wayne>>,<<USA-IOW185
Glacier>>,<<Glacier>>,<<USA-MNT035
Douglas>>,<<Douglas>>,<<USA-WIS031
Webster>>,<<Webster>>,<<USA-IOW187
Garfield>>,<<Garfield>>,<<USA-MNT033
Warren>>,<<Warren>>,<<USA-IOW181
Gallatin>>,<<Gallatin>>,<<USA-MNT031
Washington>>,<<Washington>>,<<USA-IOW183
Fond du Lac>>,<<Fond du Lac>>,<<USA-WIS039
Florence>>,<<Florence>>,<<USA-WIS037
Eau Claire>>,<<Eau Claire>>,<<USA-WIS035
Crenshaw>>,<<Crenshaw>>,<<USA-ALB041
Cullman>>,<<Cullman>>,<<USA-ALB043
Dale>>,<<Dale>>,<<USA-ALB045
Dallas>>,<<Dallas>>,<<USA-ALB047
DeKalb>>,<<DeKalb>>,<<USA-ALB049
Van Buren>>,<<Van Buren>>,<<USA-IOW177
Granite>>,<<Granite>>,<<USA-MNT039
Wapello>>,<<Wapello>>,<<USA-IOW179
Union>>,<<Union>>,<<USA-IOW175
Lake>>,<<Lake>>,<<USA-MNT047
Taylor>>,<<Taylor>>,<<USA-IOW173
Lewis and Clark>>,<<Lewis and Clark>>,<<USA-MNT049
Columbia>>,<<Columbia>>,<<USA-WIS021
Tama>>,<<Tama>>,<<USA-IOW171
Jefferson>>,<<Jefferson>>,<<USA-MNT043
Judith Basin>>,<<Judith Basin>>,<<USA-MNT045
Noble>>,<<Noble>>,<<USA-OKL103
Dodge>>,<<Dodge>>,<<USA-WIS027
Door>>,<<Door>>,<<USA-WIS029
Muskogee>>,<<Muskogee>>,<<USA-OKL101
Hill>>,<<Hill>>,<<USA-MNT041
Crawford>>,<<Crawford>>,<<USA-WIS023
Dane>>,<<Dane>>,<<USA-WIS025
Elmore>>,<<Elmore>>,<<USA-ALB051
Oklahoma>>,<<Oklahoma>>,<<USA-OKL109
Okfuskee>>,<<Okfuskee>>,<<USA-OKL107
Etowah>>,<<Etowah>>,<<USA-ALB055
Nowata>>,<<Nowata>>,<<USA-OKL105
Escambia>>,<<Escambia>>,<<USA-ALB053
Franklin>>,<<Franklin>>,<<USA-ALB059
Fayette>>,<<Fayette>>,<<USA-ALB057
Story>>,<<Story>>,<<USA-IOW169
Sioux>>,<<Sioux>>,<<USA-IOW167
McCone>>,<<McCone>>,<<USA-MNT055
Lincoln>>,<<Lincoln>>,<<USA-MNT053
Meagher>>,<<Meagher>>,<<USA-MNT059
Buffalo>>,<<Buffalo>>,<<USA-WIS011
Madison>>,<<Madison>>,<<USA-MNT057
Calumet>>,<<Calumet>>,<<USA-WIS015
Burnett>>,<<Burnett>>,<<USA-WIS013
